                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    301,                0.33833,                0.26992,                0.93877,                0.99809,                0.92857,                0.95365,                0.87585,                0.45078,                0.33238,                0.98001,               0.001406,               0.001406,               0.001406
                    302,                0.34618,                0.28094,                 0.9209,                      1,                0.92833,                0.95465,                 0.8803,                0.45231,                0.31655,                 0.9761,               0.001404,               0.001404,               0.001404
                    303,                0.34264,                0.26704,                0.92334,                0.97886,                0.92857,                0.95371,                 0.8573,                0.48388,                0.35775,                 1.0054,               0.001402,               0.001402,               0.001402
                    304,                0.34498,                0.26666,                0.91613,                0.97963,                0.92857,                  0.952,                0.87075,                0.45675,                0.32971,                0.96022,              0.0014001,              0.0014001,              0.0014001
                    305,                0.35521,                0.28069,                0.92299,                0.96353,                0.94355,                0.95259,                0.88372,                0.41088,                0.31298,                 0.9271,              0.0013981,              0.0013981,              0.0013981
                    306,                0.32016,                0.26334,                0.91367,                0.96342,                0.94057,                0.95537,                0.88692,                0.40667,                0.29899,                0.92338,              0.0013961,              0.0013961,              0.0013961
                    307,                0.34162,                0.26926,                0.92483,                0.99698,                0.92857,                 0.9625,                0.88028,                0.40823,                0.26518,                0.91832,              0.0013941,              0.0013941,              0.0013941
                    308,                0.35367,                0.27716,                0.91513,                0.99705,                0.94643,                0.96775,                0.88797,                0.40565,                0.23672,                0.93101,              0.0013921,              0.0013921,              0.0013921
                    309,                0.35984,                0.27378,                 0.9241,                0.96361,                0.94566,                0.97026,                0.88584,                0.42459,                0.27649,                0.92918,              0.0013902,              0.0013902,              0.0013902
                    310,                0.32968,                0.26272,                0.93458,                      1,                0.92692,                0.96623,                0.89036,                 0.4288,                0.28305,                0.94753,              0.0013882,              0.0013882,              0.0013882
                    311,                0.36191,                0.27392,                 0.9413,                      1,                0.92309,                0.96522,                0.88405,                0.40899,                0.27417,                0.94153,              0.0013862,              0.0013862,              0.0013862
                    312,                0.33898,                0.27412,                0.94606,                0.98072,                0.92857,                0.95759,                0.88748,                0.42475,                0.27315,                 0.9348,              0.0013842,              0.0013842,              0.0013842
                    313,                0.33492,                0.26111,                0.90908,                0.97483,                0.92857,                0.94587,                0.86742,                0.43872,                0.32828,                0.93832,              0.0013822,              0.0013822,              0.0013822
                    314,                0.36386,                0.27282,                 0.9271,                0.97901,                0.91071,                0.95755,                0.85813,                0.50434,                0.37034,                 1.0251,              0.0013803,              0.0013803,              0.0013803
                    315,                0.35302,                0.28232,                0.90912,                      1,                0.92726,                0.96185,                0.87629,                 0.4569,                 0.2938,                 1.0107,              0.0013783,              0.0013783,              0.0013783
                    316,                0.34234,                0.26151,                0.93363,                0.98157,                0.92857,                0.95398,                0.86244,                  0.468,                0.30918,                 1.0169,              0.0013763,              0.0013763,              0.0013763
                    317,                0.32348,                0.27001,                0.93386,                0.97303,                0.92857,                0.94205,                0.84568,                0.47026,                0.31226,                 1.0166,              0.0013743,              0.0013743,              0.0013743
                    318,                0.33075,                0.26722,                0.92616,                0.99706,                0.92857,                0.94185,                0.85472,                0.47498,                0.30167,                 1.0087,              0.0013723,              0.0013723,              0.0013723
                    319,                0.30705,                0.25408,                0.92411,                0.98038,                0.89214,                0.94039,                0.85869,                0.49966,                0.32149,                 1.0157,              0.0013704,              0.0013704,              0.0013704
                    320,                0.32121,                0.25856,                0.90389,                0.94073,                0.89286,                0.93241,                0.84543,                 0.5065,                0.33307,                 1.0318,              0.0013684,              0.0013684,              0.0013684
                    321,                0.35096,                0.26668,                0.91936,                0.99612,                0.92857,                0.97173,                 0.9066,                0.39863,                0.25615,                0.91123,              0.0013664,              0.0013664,              0.0013664
                    322,                0.33878,                0.26308,                0.92008,                0.99464,                0.96429,                0.97407,                0.92293,                 0.3887,                0.23917,                0.90294,              0.0013644,              0.0013644,              0.0013644
                    323,                0.34151,                0.26705,                 0.9352,                0.98023,                0.96429,                0.97331,                0.91878,                0.37618,                0.22125,                0.90055,              0.0013624,              0.0013624,              0.0013624
                    324,                0.36224,                0.27704,                0.92914,                0.99911,                0.96429,                0.97555,                0.91092,                0.40224,                0.22422,                0.91478,              0.0013605,              0.0013605,              0.0013605
                    325,                0.38493,                0.27993,                0.93044,                0.99773,                0.94643,                 0.9732,                0.90186,                0.40331,                0.24245,                0.93222,              0.0013585,              0.0013585,              0.0013585
                    326,                0.36001,                0.26838,                0.92033,                0.97561,                0.94643,                0.97142,                0.89627,                0.40088,                0.26548,                0.91904,              0.0013565,              0.0013565,              0.0013565
                    327,                0.36627,                0.27728,                0.94009,                 0.9136,                0.94414,                0.96466,                0.90493,                0.37629,                 0.3051,                0.90238,              0.0013545,              0.0013545,              0.0013545
                    328,                0.34134,                0.27427,                0.91822,                0.92734,                0.96429,                0.96491,                0.88784,                0.40618,                0.29626,                 0.9424,              0.0013525,              0.0013525,              0.0013525
                    329,                0.35738,                0.26209,                0.92155,                0.98083,                0.91383,                0.96611,                0.88484,                 0.4206,                 0.2929,                0.96038,              0.0013506,              0.0013506,              0.0013506
                    330,                0.33466,                0.26551,                0.91737,                0.98176,                0.96101,                0.97281,                0.89666,                0.41592,                0.25263,                0.92623,              0.0013486,              0.0013486,              0.0013486
                    331,                0.32554,                0.25156,                0.91186,                0.99369,                0.96429,                0.97332,                0.92198,                0.37809,                0.23364,                0.90915,              0.0013466,              0.0013466,              0.0013466
                    332,                0.32487,                0.26613,                0.91176,                 0.9984,                0.96429,                0.97269,                0.91772,                0.37195,                0.22604,                0.90211,              0.0013446,              0.0013446,              0.0013446
                    333,                0.32792,                 0.2488,                 0.9213,                0.99787,                0.96429,                0.97071,                0.91318,                0.37713,                0.24355,                0.88418,              0.0013426,              0.0013426,              0.0013426
                    334,                0.33151,                0.25787,                0.92645,                0.99558,                0.94643,                0.96975,                0.90967,                0.37212,                0.25474,                0.88822,              0.0013407,              0.0013407,              0.0013407
                    335,                0.33364,                0.25984,                0.90688,                 0.9982,                0.96429,                0.97117,                0.90806,                0.39235,                0.25201,                 0.9232,              0.0013387,              0.0013387,              0.0013387
                    336,                0.33285,                0.26837,                 0.9253,                0.94287,                0.96429,                0.96711,                0.91234,                0.37605,                0.28233,                0.89463,              0.0013367,              0.0013367,              0.0013367
                    337,                0.33205,                0.25814,                0.93602,                0.99764,                0.96429,                0.97007,                0.89084,                0.38998,                0.24183,                0.93905,              0.0013347,              0.0013347,              0.0013347
                    338,                 0.3296,                0.25251,                0.92001,                0.95402,                0.94643,                0.96744,                0.88948,                0.38322,                0.31453,                0.91188,              0.0013327,              0.0013327,              0.0013327
                    339,                0.34193,                0.27141,                0.92654,                 0.9813,                0.93736,                0.96699,                0.88248,                0.44463,                0.39018,                0.97789,              0.0013308,              0.0013308,              0.0013308
                    340,                0.34673,                0.26703,                0.90754,                0.96426,                0.96351,                0.96811,                0.88556,                0.44012,                0.31193,                 0.9885,              0.0013288,              0.0013288,              0.0013288
                    341,                0.33204,                0.26232,                0.91218,                0.95982,                0.96429,                0.96716,                0.87857,                0.45507,                0.37438,                0.98932,              0.0013268,              0.0013268,              0.0013268
                    342,                 0.3396,                0.26681,                0.91956,                0.97928,                0.96429,                0.96913,                 0.8954,                0.41818,                0.29867,                0.94705,              0.0013248,              0.0013248,              0.0013248
                    343,                0.33508,                0.25469,                0.93484,                0.98481,                0.96429,                0.97078,                0.89262,                0.44217,                0.25034,                0.96065,              0.0013228,              0.0013228,              0.0013228
                    344,                0.31496,                0.24682,                0.92183,                      1,                0.94225,                 0.9682,                0.88422,                0.45748,                0.26002,                0.98768,              0.0013209,              0.0013209,              0.0013209
                    345,                0.34003,                0.26416,                0.93651,                      1,                0.96119,                 0.9704,                0.87439,                0.49074,                0.27075,                0.98865,              0.0013189,              0.0013189,              0.0013189
                    346,                0.33383,                0.26443,                0.93343,                0.99672,                0.94643,                0.97072,                 0.9047,                0.44913,                0.27729,                0.94206,              0.0013169,              0.0013169,              0.0013169
                    347,                0.32163,                0.27062,                0.90674,                0.99439,                0.94643,                0.96954,                 0.9007,                0.46097,                0.28559,                0.97023,              0.0013149,              0.0013149,              0.0013149
                    348,                0.36186,                0.27112,                0.93327,                0.96051,                0.94643,                0.96776,                0.88835,                0.46976,                0.28668,                0.98168,              0.0013129,              0.0013129,              0.0013129
                    349,                 0.3597,                 0.2655,                0.92357,                0.98025,                0.94643,                0.96904,                0.88298,                0.45739,                0.28703,                0.96962,               0.001311,               0.001311,               0.001311
                    350,                 0.3544,                0.26684,                0.92586,                0.98143,                0.94359,                0.96307,                0.89208,                0.40073,                0.28475,                0.91771,               0.001309,               0.001309,               0.001309
                    351,                 0.3193,                0.25345,                0.90107,                 0.9784,                0.94643,                 0.9553,                0.89004,                0.40739,                0.27619,                0.92432,               0.001307,               0.001307,               0.001307
                    352,                0.34553,                0.27707,                0.93627,                0.97952,                0.92857,                0.96161,                0.89116,                0.41183,                0.30598,                0.94316,               0.001305,               0.001305,               0.001305
                    353,                0.31952,                0.25082,                0.92468,                0.98108,                0.92606,                0.94093,                0.86606,                0.40722,                0.31571,                 0.9152,               0.001303,               0.001303,               0.001303
                    354,                0.35888,                0.27903,                0.92289,                0.98076,                0.91034,                0.93908,                0.88285,                0.41005,                0.33448,                0.92412,              0.0013011,              0.0013011,              0.0013011
                    355,                0.32278,                0.25663,                0.92408,                0.99763,                0.92857,                0.97008,                0.91554,                 0.3772,                0.25249,                0.90066,              0.0012991,              0.0012991,              0.0012991
                    356,                0.31263,                0.25847,                0.90855,                0.98175,                0.96043,                0.97325,                0.91328,                0.37551,                0.24221,                0.91014,              0.0012971,              0.0012971,              0.0012971
                    357,                0.32503,                0.25251,                0.92013,                0.99919,                0.94643,                0.97328,                0.90052,                0.38811,                0.22878,                0.92142,              0.0012951,              0.0012951,              0.0012951
                    358,                0.33415,                0.25921,                0.91858,                0.96409,                0.95899,                0.97167,                0.89956,                0.40613,                0.27309,                0.92982,              0.0012931,              0.0012931,              0.0012931
                    359,                0.33426,                0.26049,                 0.9067,                0.98108,                0.92592,                0.97069,                0.89182,                0.41965,                0.30938,                0.91966,              0.0012912,              0.0012912,              0.0012912
                    360,                0.33839,                0.27233,                0.92833,                0.98111,                 0.9277,                0.96423,                0.89987,                0.41634,                0.29427,                0.95408,              0.0012892,              0.0012892,              0.0012892
                    361,                0.30962,                0.24099,                 0.9195,                      1,                0.94425,                0.96443,                0.88991,                0.42382,                0.28026,                0.95654,              0.0012872,              0.0012872,              0.0012872
                    362,                0.32946,                0.26727,                0.92295,                0.98107,                0.92857,                 0.9514,                 0.8737,                 0.4294,                  0.294,                0.95562,              0.0012852,              0.0012852,              0.0012852
                    363,                0.36067,                0.28273,                0.93691,                0.96127,                0.92857,                0.95129,                0.88055,                0.42221,                0.31308,                0.95481,              0.0012832,              0.0012832,              0.0012832
                    364,                0.33055,                0.27092,                0.95302,                0.99233,                0.94643,                0.96594,                0.88603,                0.42334,                0.24948,                0.96717,              0.0012813,              0.0012813,              0.0012813
                    365,                0.36843,                0.27256,                0.92782,                0.99869,                0.94643,                0.96549,                0.87168,                0.40664,                0.23798,                0.96124,              0.0012793,              0.0012793,              0.0012793
                    366,                0.30566,                0.24017,                0.90565,                      1,                0.96117,                0.97063,                0.89366,                0.38946,                0.22723,                0.94132,              0.0012773,              0.0012773,              0.0012773
                    367,                0.33645,                0.26414,                0.92485,                0.97487,                0.96429,                 0.9683,                0.88908,                0.38528,                0.24114,                0.94669,              0.0012753,              0.0012753,              0.0012753
                    368,                0.31787,                0.26363,                0.90285,                0.99381,                0.96429,                 0.9713,                0.88646,                0.41903,                0.23772,                0.99317,              0.0012733,              0.0012733,              0.0012733
                    369,                0.31121,                0.23372,                0.91223,                 0.9978,                0.94643,                0.96972,                0.88621,                0.43345,                0.24299,                 1.0008,              0.0012714,              0.0012714,              0.0012714
                    370,                0.33806,                0.26778,                0.92158,                0.99162,                0.96429,                 0.9713,                0.87895,                0.44181,                0.24777,                 1.0032,              0.0012694,              0.0012694,              0.0012694
                    371,                0.31483,                 0.2508,                 0.9065,                0.99983,                0.96429,                0.97013,                0.88891,                0.43726,                0.23987,                 0.9917,              0.0012674,              0.0012674,              0.0012674
                    372,                0.32741,                0.25223,                0.92555,                0.99796,                0.96429,                0.96985,                0.88856,                 0.4124,                0.24057,                0.95705,              0.0012654,              0.0012654,              0.0012654
                    373,                 0.3091,                0.25035,                0.91669,                0.99833,                0.94643,                 0.9671,                0.89567,                0.39857,                0.27512,                 0.9301,              0.0012634,              0.0012634,              0.0012634
                    374,                0.34802,                0.27994,                0.91156,                0.98011,                0.92857,                0.95709,                0.89242,                0.39088,                0.29998,                0.93632,              0.0012615,              0.0012615,              0.0012615
                    375,                0.33252,                0.25728,                0.91189,                0.95907,                0.92857,                0.94337,                0.87571,                0.43145,                0.36184,                0.96498,              0.0012595,              0.0012595,              0.0012595
                    376,                 0.3387,                0.26806,                0.92279,                0.98145,                0.94487,                 0.9622,                0.89397,                0.38621,                0.30428,                0.92487,              0.0012575,              0.0012575,              0.0012575
                    377,                0.33016,                0.25911,                0.93813,                0.98177,                0.96199,                0.97125,                0.90612,                0.38703,                0.25398,                0.93219,              0.0012555,              0.0012555,              0.0012555
                    378,                0.31861,                0.24816,                0.91228,                      1,                0.96316,                0.97031,                0.91153,                0.38395,                 0.2425,                0.91427,              0.0012535,              0.0012535,              0.0012535
                    379,                0.32703,                0.25644,                0.91007,                0.99693,                0.94643,                0.96756,                0.90414,                0.39484,                0.25735,                0.92329,              0.0012516,              0.0012516,              0.0012516
                    380,                0.32307,                0.24861,                0.91621,                      1,                0.96095,                0.96936,                0.90472,                0.38843,                0.23137,                0.92359,              0.0012496,              0.0012496,              0.0012496
                    381,                0.32187,                 0.2673,                0.93505,                0.98147,                0.94584,                0.96996,                0.90069,                0.39624,                0.23664,                0.93167,              0.0012476,              0.0012476,              0.0012476
                    382,                0.29916,                 0.2381,                0.91305,                0.96353,                0.94368,                0.96806,                0.89465,                0.39862,                0.24679,                0.93112,              0.0012456,              0.0012456,              0.0012456
                    383,                0.34095,                0.26436,                0.91077,                0.97834,                0.92857,                 0.9667,                0.88808,                0.42367,                 0.2665,                0.96482,              0.0012436,              0.0012436,              0.0012436
                    384,                0.33518,                0.27026,                0.91905,                0.98899,                0.92857,                0.96695,                0.89973,                0.41377,                0.25327,                0.93751,              0.0012417,              0.0012417,              0.0012417
                    385,                0.32782,                0.25594,                0.91845,                0.99257,                0.91071,                0.96885,                0.89922,                0.38621,                0.23929,                0.91871,              0.0012397,              0.0012397,              0.0012397
                    386,                0.32258,                0.24425,                0.90482,                0.99226,                0.91071,                  0.964,                0.90091,                0.38861,                0.26268,                0.91645,              0.0012377,              0.0012377,              0.0012377
                    387,                0.32002,                0.25624,                0.90654,                0.94232,                0.92857,                0.95332,                0.89265,                0.37747,                 0.2882,                0.91002,              0.0012357,              0.0012357,              0.0012357
                    388,                0.33378,                0.26091,                0.92146,                0.98034,                0.89058,                0.94977,                0.88514,                0.38515,                0.29717,                0.91804,              0.0012337,              0.0012337,              0.0012337
                    389,                0.32521,                0.26569,                0.91898,                      1,                0.90847,                0.94256,                0.87991,                0.39786,                0.32376,                 0.9463,              0.0012318,              0.0012318,              0.0012318
                    390,                0.32251,                0.24812,                0.89702,                0.98487,                0.91071,                0.95743,                0.88159,                0.39996,                0.27666,                0.93872,              0.0012298,              0.0012298,              0.0012298
                    391,                0.31247,                0.24635,                0.91152,                0.96189,                0.91071,                0.95633,                0.89143,                0.40661,                0.29682,                0.93751,              0.0012278,              0.0012278,              0.0012278
                    392,                 0.3126,                0.25309,                0.91766,                0.97961,                0.91071,                0.96462,                0.89919,                0.38705,                0.27183,                0.91115,              0.0012258,              0.0012258,              0.0012258
                    393,                0.33157,                0.26331,                0.92208,                0.99526,                0.94643,                0.96568,                0.88327,                 0.4024,                0.24556,                0.94067,              0.0012238,              0.0012238,              0.0012238
                    394,                0.30539,                0.24911,                0.91393,                0.97976,                0.94643,                0.96487,                0.91064,                 0.3485,                0.25234,                0.88682,              0.0012219,              0.0012219,              0.0012219
                    395,                0.32021,                0.24926,                0.94177,                      1,                0.94334,                0.96968,                0.91464,                0.36971,                0.23449,                0.89452,              0.0012199,              0.0012199,              0.0012199
                    396,                0.33264,                0.25573,                0.91385,                      1,                0.92789,                0.97066,                0.90508,                0.38804,                0.23267,                0.90486,              0.0012179,              0.0012179,              0.0012179
                    397,                0.32133,                0.25596,                0.90508,                0.99927,                0.94643,                0.96762,                0.88034,                0.43434,                0.27273,                0.95234,              0.0012159,              0.0012159,              0.0012159
                    398,                0.32031,                0.25583,                0.90472,                0.96425,                0.96323,                0.96203,                0.85493,                0.44654,                0.26755,                 1.0006,              0.0012139,              0.0012139,              0.0012139
                    399,                0.30279,                 0.2426,                0.91872,                0.94459,                0.94643,                0.96726,                0.88269,                0.43032,                0.25343,                0.96923,               0.001212,               0.001212,               0.001212
                    400,                0.31961,                0.24425,                0.91856,                0.98145,                0.94459,                0.96475,                0.87572,                0.42563,                0.26808,                0.98279,                0.00121,                0.00121,                0.00121
                    401,                0.31256,                 0.2457,                0.91879,                      1,                0.94405,                0.96965,                0.87927,                0.41412,                0.25445,                0.94962,               0.001208,               0.001208,               0.001208
                    402,                0.31361,                0.24984,                 0.9231,                0.97391,                0.94643,                0.96974,                 0.8858,                0.41899,                0.27116,                0.95194,               0.001206,               0.001206,               0.001206
                    403,                0.33528,                0.25961,                0.92401,                0.98181,                0.96397,                0.97098,                0.88846,                0.45606,                0.29855,                0.99834,               0.001204,               0.001204,               0.001204
                    404,                0.32684,                0.24912,                0.92106,                      1,                0.96276,                0.97193,                0.89853,                0.42111,                0.26507,                0.94799,              0.0012021,              0.0012021,              0.0012021
                    405,                0.30138,                0.24775,                0.92616,                0.97952,                0.94643,                0.95538,                0.88678,                0.41329,                0.27572,                0.94934,              0.0012001,              0.0012001,              0.0012001
                    406,                0.31767,                0.24872,                0.91024,                0.99985,                0.92857,                0.95287,                0.88396,                0.40819,                0.28346,                 0.9476,              0.0011981,              0.0011981,              0.0011981
                    407,                0.32032,                0.24561,                0.90642,                      1,                0.94526,                0.96218,                0.90827,                0.38946,                0.26138,                0.94383,              0.0011961,              0.0011961,              0.0011961
                    408,                0.31996,                0.25277,                0.91407,                0.96285,                0.92566,                0.95125,                0.87321,                 0.4263,                  0.315,                0.96881,              0.0011941,              0.0011941,              0.0011941
                    409,                0.33954,                0.25488,                0.91884,                 0.9971,                0.92857,                0.96427,                0.89995,                0.36356,                0.23593,                0.91438,              0.0011922,              0.0011922,              0.0011922
                    410,                0.30256,                0.24636,                0.91039,                0.97792,                0.94643,                0.96856,                0.89622,                0.37608,                0.24868,                0.91783,              0.0011902,              0.0011902,              0.0011902
                    411,                0.31532,                0.24788,                0.91331,                0.96322,                0.96429,                0.97086,                0.91543,                0.38328,                0.24479,                0.91309,              0.0011882,              0.0011882,              0.0011882
                    412,                 0.3159,                0.24882,                 0.9142,                      1,                0.96411,                 0.9731,                0.91451,                0.36698,                0.21446,                0.91684,              0.0011862,              0.0011862,              0.0011862
                    413,                0.31497,                0.25643,                0.90947,                0.99917,                0.96429,                0.97332,                0.91378,                0.37548,                0.23769,                0.92731,              0.0011842,              0.0011842,              0.0011842
                    414,                0.33043,                0.25992,                0.92333,                  0.961,                0.96429,                0.97276,                0.92591,                0.35797,                0.23564,                0.90442,              0.0011823,              0.0011823,              0.0011823
                    415,                0.30888,                0.24351,                0.90998,                0.96413,                0.96012,                0.97181,                0.91529,                0.37988,                0.25547,                0.90569,              0.0011803,              0.0011803,              0.0011803
                    416,                 0.2997,                0.23576,                0.90539,                0.93079,                0.96061,                0.96892,                0.89266,                0.39603,                0.26473,                0.93516,              0.0011783,              0.0011783,              0.0011783
                    417,                0.29917,                0.23168,                0.92043,                0.98093,                0.91875,                0.96589,                0.90082,                0.39217,                0.26623,                  0.928,              0.0011763,              0.0011763,              0.0011763
                    418,                0.32317,                 0.2481,                0.92505,                0.95626,                0.94643,                0.96851,                0.90722,                0.38502,                0.26229,                0.92265,              0.0011743,              0.0011743,              0.0011743
                    419,                0.31914,                0.26025,                 0.9129,                0.95854,                0.92857,                0.96608,                0.89732,                  0.401,                0.27997,                0.93754,              0.0011724,              0.0011724,              0.0011724
                    420,                0.29309,                0.23944,                0.90534,                0.94462,                0.92857,                0.96128,                0.87717,                0.40563,                0.30647,                0.94019,              0.0011704,              0.0011704,              0.0011704
                    421,                 0.3008,                0.24506,                0.90713,                0.97099,                0.89286,                0.95272,                0.85998,                0.42647,                0.32716,                0.96134,              0.0011684,              0.0011684,              0.0011684
                    422,                0.31345,                0.25064,                0.90106,                0.98842,                0.89286,                 0.9535,                0.86932,                 0.4396,                0.31902,                0.97158,              0.0011664,              0.0011664,              0.0011664
                    423,                0.31516,                0.24835,                0.90592,                0.98176,                0.96102,                0.96838,                0.88411,                0.42325,                0.26486,                0.94545,              0.0011644,              0.0011644,              0.0011644
                    424,                0.30066,                0.23796,                 0.8889,                0.96215,                0.94643,                0.96813,                0.90031,                0.40437,                0.25476,                0.92185,              0.0011625,              0.0011625,              0.0011625
                    425,                0.29204,                 0.2379,                 0.9105,                0.97948,                0.94643,                0.96638,                0.89908,                0.41112,                0.25152,                0.94323,              0.0011605,              0.0011605,              0.0011605
                    426,                0.31894,                0.24669,                0.90673,                 0.9795,                0.94643,                 0.9589,                0.89688,                0.41583,                 0.2737,                0.94828,              0.0011585,              0.0011585,              0.0011585
                    427,                0.31025,                 0.2407,                0.90461,                      1,                0.94459,                0.95813,                0.89334,                0.40368,                0.25783,                0.94472,              0.0011565,              0.0011565,              0.0011565
                    428,                0.31138,                  0.239,                0.90686,                0.96127,                0.94643,                0.96684,                 0.9001,                0.40548,                0.25049,                0.93094,              0.0011545,              0.0011545,              0.0011545
                    429,                0.30558,                0.24154,                0.90108,                 0.9917,                0.94643,                0.96856,                0.90712,                 0.3773,                0.23891,                0.90921,              0.0011526,              0.0011526,              0.0011526
                    430,                0.31318,                0.25704,                 0.8934,                0.97646,                0.96429,                0.96994,                0.91653,                0.35097,                0.21888,                0.89684,              0.0011506,              0.0011506,              0.0011506
                    431,                0.28194,                0.23339,                0.88896,                0.99515,                0.94643,                 0.9701,                0.91318,                0.34646,                0.21453,                0.88328,              0.0011486,              0.0011486,              0.0011486
                    432,                0.30767,                0.24806,                0.91651,                 0.9976,                0.94643,                0.97103,                0.91465,                0.35969,                0.22761,                0.89677,              0.0011466,              0.0011466,              0.0011466
                    433,                0.29673,                0.23131,                0.89329,                 0.9818,                 0.9632,                0.97336,                0.91181,                0.38598,                0.23909,                0.91692,              0.0011446,              0.0011446,              0.0011446
                    434,                 0.2991,                 0.2331,                0.91335,                0.99235,                0.96429,                0.97325,                0.91512,                0.38739,                 0.2282,                0.91334,              0.0011427,              0.0011427,              0.0011427
